reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
60135fd2-8c92-44c5-b43e-55d40ddd1617,FARAZ HUSSAIN UNOFFICIAL,"Using Facebook since 15 years and I've no words for this Application it's absolutely awesome. This always provided valuable and reliable features and bring it more easy and digital for me. But after a lot of updates i kindly suggest, this app must have an option for users, who use pages and other profiles at one account. Users can post or upload with one orignal account and than they shouldn't switch to other page or profile.",5,4362,467.1.0.52.83,2025-01-17 11:50:28,467.1.0.52.83
d254e2fe-bfdc-45d7-9453-464e2a0d9f2b,Stephanie Enoch,"Used to be a genuine place to connect and yet now it just feels completely overrun with ads. Gone are the days when your feed actually updates chronologically and you can see what your friends and family are up to in real time, instead the algorithm tries to guess (and fails) what product it thinks you ""need"". The payoff is simply no longer worth it.",1,129,496.0.0.45.65,2025-01-17 07:39:01,496.0.0.45.65
eea72f36-36cc-4f8e-85bd-0cb1bdee0450,Jhon Sufi,"Nice app is okay. So far I have no complaints about its features. However, one issue I have is the slow interface. Sometimes there is no sound while watching videos. Sometimes when I tap on images, menus or videos, I have to wait a few minutes for them to load. I know it's not my wifi because other apps load instantly. I hope this issue gets resolved as soon as possible.",3,7583,496.0.0.45.65,2025-01-17 02:26:30,496.0.0.45.65
b5851c0d-d6bc-49d0-940a-c792b5b5e664,Feb Joele,"I am annoyed. This app keeps suspending my account even though I didn't do anything wrong. Even having some issues with how it functions. Music keeps loading, won't show anything, and I think this app is the cause of someone spying on my phone. I also hate the new update, where everyone can see how many your friends are even though you private your friend list.",1,230,495.0.0.45.201,2025-01-16 23:24:46,495.0.0.45.201
ed85f8d4-805b-440d-bae6-150571a342d3,Joe van de Bilt,"Please get rid of the built in browser. After years of struggling to disable it through the settings, trying to find the ""open links externally"" and you constantly unsetting it between versions and moving the option, Facebook are now just ignoring it, constantly opening links in their own browser which is buggy and has none of my browser data. Obviously they do this to spy on your data and it's shameless, just stop",1,495,496.0.0.45.65,2025-01-16 22:11:24,496.0.0.45.65
de26cfa2-3ab0-4ca4-8f6b-96f0a9ded223,Mark Harrison,"FB had butchered what used to be great. I rarely see my actual ""friends"" posts. It's filled with content it believes i want to see but don't. It filters my notifications by what it seems important. If I AT ALL watch a video, it's subpar algorithm shows me non stop the same or same type of video. I've kept due to family and pictures but have weened. Won't be active much longer.",1,1077,494.1.0.56.73,2025-01-16 19:41:47,494.1.0.56.73
e0b8fce4-7f11-400d-bf36-4580ed3b305a,Bob Deblier,"App no longer offers a choice (and setting) to open links externally, and insists on using its integrated browser for ALL sites now. This garbage behavior needs to be stopped. App continues to show ads I have removed. App will also spawn an ever increasing number of instances of itself. When writing a comment, if you want to abort and go back, you get two options, and both do nothing but take you back to your comment.",1,374,495.0.0.45.201,2025-01-16 15:24:57,495.0.0.45.201
475a7d34-37df-4676-b276-44c0090b5647,Victor Barrios,"Bad experiences only. First off, the numerous amount of bot pages being pushed sharing nonsensical AI generated images. Even after blocking & reporting most. You now get notifications for a friend getting tagged on a post & not a way to switch that off. No option is available. It just started out of the blue. Guess it's an attempt to get your attention more since TT is more popular. Too many unnecessary features. Can't make up it's mind if it wants to be IG or FB. A lot of it is broken.",1,461,495.0.0.45.201,2025-01-16 11:43:01,495.0.0.45.201
355667f5-9112-494d-9777-ae46a785e734,Tasha Datus,"Facebook has become an absolute disaster. It used to be a great app for connecting friends and family, and now it's nothing but chaotic ads and bots running the place. Since the update, the algorithm has been showing me things of 0 interest. It has bugs, like if I click into a video it'll stop playing and just say ""waiting for network"" when I'm on wifi. HORRIBLE!! It's cluttered and not even user friendly. If you want to waste time and risk your privacy, go ahead. WHAT A JOKE!!!",1,588,495.0.0.45.201,2025-01-16 11:25:16,495.0.0.45.201
31c54b59-96a6-4eba-9f4c-5a33b1a704df,Ashlie Hatcher,"The update sucks. It takes forever to load, and when it was updated, all I got at first was a black screen. Facebook now has way too many ads, and I see less and less from friends and family. They try to push too much of their ""companies"" on to you and censor way too much. Facebook really isn't worth being called a social media app anymore. If you try to watch videos on Facebook anymore half the time they stop working and won't even load.",1,616,495.0.0.45.201,2025-01-16 08:36:04,495.0.0.45.201
22afe381-2178-4824-a002-a0c00c25412b,Scott Brelin,"At least it's functional. But let's start with the basics. I'm using it on my Chromebook. If I were using it on my phone it would be perfect. But the fact that even after clicking ""Resizable"" it is only about 1/3 the width of the screen tested positive for stupidity. There is just no reason it cannot be full width. Have a phone version and a Chromebook version. Use some common sense.",2,72,496.0.0.45.65,2025-01-16 08:07:48,496.0.0.45.65
2aeb0e7b-c379-424b-aa64-6d3acecac04f,Victoria Parkin,"Facebook is getting worse and worse. I've never had a problem with the fact there has to be adds before, but my feed doesn't even feel like it belongs to me anymore. I am inundated with rubbish (adds and suggested pages of nonsense that I have absolutely no interest in). I have the app to see my friends Facebook, not a load of useless spam!",1,251,492.0.0.127.80,2025-01-16 04:48:33,492.0.0.127.80
23eab871-9d35-494f-8230-a2a71fa94630,Vicki Guenther,"I wished I could've given a zero! The number of ads is ridiculous. I go thru my FB every week to get some of the ads off, put it's irrelevant, but still on my page within a few hours. You can't even see all of your ""friends"" post even if you follow. Recently, it stopped showing notifications in the toolbar, and no settings have changed. None of the troubleshooting I've tried has worked! Truly disappointed! It's time to look for another platform.",1,19375,495.0.0.45.201,2025-01-16 03:41:09,495.0.0.45.201
acfacd82-9f5e-4951-b905-a343caa4fe99,stuart waller,Still good for the groups I like and keeping in touch with friends and family. Recently I'm getting bombarded with pages I have no interest at all in and never have and there is no link to them from my 'behaviour'. I block as many of them as possible but they keep showing up after I have. I understand occasional attempts to show something different and adverts to keep it free but not spamming me with rubbish I've never shown any interest in or not being able to block them.,3,435,495.0.0.45.201,2025-01-15 17:55:53,495.0.0.45.201
248bd71b-e8f4-4e6a-bdbb-d4e252ce8da2,Brian James,"""Facebook has gone completely downhill. What was once a platform for connecting with friends and family has turned into an ad-filled, algorithm-driven mess. I barely see updates from the people I care about anymore; instead, my feed is full of irrelevant sponsored content and random posts from pages I don’t even follow. On top of that, the constant notifications for things I don’t care about are annoying, and the app seems to prioritize keeping me online.",1,499,495.0.0.45.201,2025-01-15 16:22:27,495.0.0.45.201
6b05ad23-3211-46ae-9457-7db9cbdd5ef8,Drew Roberts,"Long gone are the days of genuine social connection on Facebook. Every other post is an ad, a suggested post from a random page, or some AI art that makes no sense. I rarely see posts from those I know. On top of that, the recent changes to the Hateful Conduct Policy and the removal of third-party fact checking make Facebook feel unsafe. I would not recommend this app.",1,74,492.0.0.127.80,2025-01-15 07:01:30,492.0.0.127.80
1409da65-f0b8-46f4-95da-cc9c77c11574,Sarah Croft,"The new update completely messed up this app for me. It keeps crashing every 5 minutes, I can't upload videos for some reason. Every time I try it says failed to upload. Not to mention notifications! They are no longer in chronological order, so I have to scroll thru all of my notifications just see the most recent ones. Makes no sense.",1,178,495.0.0.45.201,2025-01-15 06:31:54,495.0.0.45.201
4259af54-9551-470c-ab60-89fb8a304a3d,Mel,"User interface incredibly unfriendly. No way to get support for any issues. Because support was stupidly and needlessly split between the ""meta suite"" and everything else, I can't find any settings, and changing them, when I can is stupidly broken. Not to mention, even when I deleted my account, it stayed open for multiple years.",1,80,495.0.0.45.201,2025-01-15 06:07:15,495.0.0.45.201
0ecbb173-17fa-4dab-9484-da29dd2bc11b,Brylle Daren Maula,"Videos played from mobile phone in portrait to landscape only shows the upper half of the video and everything in the lower half can't be seen nor access. Only way to get out of it is by going back and that exits the whole video and not the cut landscape position. Also, it auto refreshes feeds on its own so it's hard to stay on one post or topic. Cool bugs after all these years of fixes and updates. Edit: 2025, same problems.",1,8178,495.0.0.45.201,2025-01-15 04:44:40,495.0.0.45.201
3530211f-dd09-468d-9be6-ee4df764a162,Florice JD,"The glitches are getting more frequent every day, I can no longer pinch to zoom in, and pressing the back button sends me all the way back to the top of my feed. I remember when Facebook used to be good, but for years it's just been in a constant downhill spiral, especially in the last few months. That's why I'm finally deciding to delete it and clean up some trash that's taking up way too much space out of my phone. Do not get this app!!",1,279,495.0.0.45.201,2025-01-15 04:32:34,495.0.0.45.201
3c8a2544-1c44-4431-a882-44ee4500aded,Sarah Dolson,"Seems very outdated. There are easier to use apps that provide more specified content and connection. Far too many ads - I understand the importance and revenue, but it is very ""in your face"" and annoying, when on other platforms, it is more discrete. I don't understand the vision or goal. It's not communicated well through their choice in design. There better platforms to spend your time.",1,7005,495.0.0.45.201,2025-01-15 04:02:55,495.0.0.45.201
e6cc0fec-233d-4308-8325-ea0e1e3106be,Brooke Huettl,"When the platform first came out it was great. Centered around your friends, some games, simple. Now everything on my news feed is advertising, things I don't even follow, random nonsense I never asked for. I have to go SEARCHING for my friends instead of just looking through my feed. This has turned into just another place for advertising. Don't recommend.",1,86,494.0.0.55.73,2025-01-15 03:37:03,494.0.0.55.73
2a0cd242-4d87-436f-af21-1efa1dae9c25,Brandee Mellentine,"It's become utterly useless, the feed is 75% or more ads, sponsored posts, and suggested pages/groups and very little from friends or groups I am actually a part of. It's a HUGE waste of time. The zoom feature on pictures is unreliable, my privacy settings are constantly reset, and with the recent announcement that fact checking is being eliminated .. no thanks. Mindless garbage.",1,613,495.0.0.45.201,2025-01-15 03:18:10,495.0.0.45.201
b5514b94-ddc0-4f58-a731-9c242baee9a1,N B66,"Have enjoyed the app the last couple years more than the entire time I've had it since 2011. There's enough fake stuff as it is, especially with photos and fake scammer profiles Facebook cant seem to end. But yet is willing to go back false ""information"". May need to eventually mive to a different platform altogether. Outside of meta. Also, sometime in the last month or so, the ability to pinch and zoom on images stopped working. Hope it is a glitch!",2,440,495.0.0.45.201,2025-01-15 03:05:58,495.0.0.45.201
c3725f1e-4efe-4f59-9aec-f25792831976,Ona Chase,"Between the videos randomly starting with sound after changing the settings to videos start with no sound every few weeks (and having no recourse to fix this issue), to not seeing things from pages i actually follow and only see things from suggested ads, to the privacy of my data being sold/hacked. I will be leaving this app and not coming back. The updates have been subpar for years and this app has deviated so far from what it used to be that it's no longer worth the space in my phone.",1,216,495.0.0.45.201,2025-01-15 02:57:26,495.0.0.45.201
5b762e83-121a-44bb-8490-1838d3530726,Alan Long,"All want to see on the page is content from stuff I follow. When I scroll through the page, most posts are from Suggested. I don't want to see that. It takes too much effort to see posts from stuff follow. And please, let us open links to external browser. Why does the Facebook browser even have tabs? click Back, you'd think that closes the browser. Nope! That tab is still there. Using this app is a chore. I use it less and less, but that might be Facebook's goal. Thanks, I guess.",1,316,495.0.0.45.201,2025-01-15 01:09:32,495.0.0.45.201
dc5fe047-6b79-4d54-935a-010e1b9b7864,C G,It's drastically changed from what it used to be. They have minimal support if any at all. None of the phone numbers work for help nor do any emails. The help center is pretty much worthless and there's entirely too much Spyware or ads. I had my account hacked and couldn't get it restored or recovered nor could I get any help. Rethink your connections to meta.,1,108,495.0.0.45.201,2025-01-15 00:03:57,495.0.0.45.201
d14ca9fb-6780-4b20-b9f7-fcadb3193b5a,constantly kianna,"For an app that's supposed to keep you in the loop with friends and family, it does a really bad job at it. 90% of my feed is ad and suggested content. If I scroll through 20 posts, only a handful are from my friends. I don't even see half the content they post. Not to mention the notifications are useless. Why am I getting a notification about a post made 3-4 DAYS ago?? I have a few dozen friends that I'd like to keep up to date with, but this app makes that almost impossible. Waste of time.",1,1927,495.0.0.45.201,2025-01-14 21:09:20,495.0.0.45.201
76cce8b9-3a44-4839-9de9-0b2def17ad63,Brandon Ridner,"The app functions fine but the content just simply is a shell of what it used to be. No longer do I see what my friends are up to instead every 4th post is an ad, every 3rd post is for a group I'm not in. Most the engagement I end up with is arguments. Essentially they've turned this place into Reddit with a wall for yourself. They also waste your time with reels where it will automatically send you to Instagram to watch it. AI managed profiles coming soon so more fake ppl coming.",2,179,495.0.0.45.201,2025-01-14 07:09:19,495.0.0.45.201
f726f9af-5bf1-4ff7-93db-e0b72687ed65,Beewitching Acers,"Title: Deteriorating User Experience and Privacy Concerns I’ve been using Facebook for over a decade, and I’ve watched it evolve into a platform that often prioritizes profit over user experience and privacy. The constant changes to the interface are confusing and unnecessary. Features are removed or buried, making it difficult to navigate the platform. Privacy concerns are at an all-time high. It feels like my data is being sold without my permission.",1,204,494.1.0.56.73,2025-01-14 06:09:41,494.1.0.56.73
7165b121-b9a3-40bf-9c5b-75f806f054e9,Stevie Deal,"Updates are trash. It used to be you could get on and see how your friends were doing. These days it's just ads for scams (pretty sure they are just handing data to the Chinese companies at this point). The app has the worst content moderation and instead of improving it, just let bots run it before just getting rid of it completely. Your whole timeline is trash ads and pages you never followed. I miss my feed being my friends. Also bullies are so 1999.",1,214,495.0.0.45.201,2025-01-14 06:06:48,495.0.0.45.201
62d7162c-4ef5-447b-8f22-e6a17be0f807,Mama Poodle,"The ads. I can't do it anymore. I will see one post from a friend, then an ad, then a suggestion of an add or a group I should join, and then another ad. I am so over it. I've had Facebook since 2008 and every year it just seems to get worse. What started as a place where friends could post about their happenings in life and keep up with others has now turn into a giant online ad campaign. I hardly use the app anymore because of the ads. I go days without checking it.",1,3281,495.0.0.45.201,2025-01-14 05:30:16,495.0.0.45.201
18edf848-5876-414d-8f72-9d621896d7e5,Amantha Son,"Terrible app, too many ads, meta is complicated and very annoying. I never see any of the posts from my Facebook friends anymore, not only that but they want you to have multiple applications in order to work a like page which is absolutely ridiculous. Plus with the updates they have had it acts as if my like page isn't even owned by me even though I am the admin of my own like page, it is so much harder to put post on to my like page now then it was years back. I do not recommend this app",1,305,495.0.0.45.201,2025-01-14 05:20:01,495.0.0.45.201
ea61fdf8-2588-4b5e-b13a-deb7e1500c72,R O,"Deleting. FB is a data sucker with low privacy, floods of adds, and minimal personal data protection. Connection between other meta apps is unreliable. Marketplace for selling was handy but I can find an easy replacement or donate. It's hard to find things to buy as it's full of shien/temu resellers. business pages aren't intuitive. It's way to easy for in personation, or to find awful things from a content perspective. Last update buggy. Zuckerberg is evil and the app reflects exactly that!",1,122,495.0.0.45.201,2025-01-14 01:50:05,495.0.0.45.201
e8046e68-c067-4330-9c04-9ed60254c4db,Kaitlin Works,"This app has been dying a slow death for a long time. It is full of disinformation, foreign influence, and literal hate speech. People share AI photos and recipes, seemingly unable to recognize that what they are interacting with is computer generated. There are also so many ads, most are seemingly based on items you simply had a conversation about.",1,1907,495.0.0.45.201,2025-01-14 00:27:29,495.0.0.45.201
e7a073bd-edf8-42fd-a0cd-e05cbf024fa3,D (FireflySky),"The app is unintuitive and every change they make just makes it more annoying. They make it more and more difficult to see the content you actually want to see, and it's worse if you have a business page. Feels like they are trying to control what content you see vs allowing the algorithm to organically evolve to your interests. I've had FB for a while to stay connected to friends, but it's mostly stagnant for me. The communities are garbage, & Meta sells your data & has had leaks. Trash",1,194,495.0.0.45.201,2025-01-13 20:14:52,495.0.0.45.201
2543025d-e968-4000-a31c-e65d58ee1223,Kim Eeckhout,"Jack of all trades, master of none. Most of the time when you switch back to this app, it reloads your feed so whatever you were looking at is gone, never to be seen again. It also insists on filling your feed with 'suggested for you' posts that you never asked for and can't really disable in a structural way. Recently, the notifications seem to have gotten the same treatment as your feed: filled with links to stuff you may just vaguely be connected to, and to posts you already saw 3 days ago.",1,100,495.0.0.45.201,2025-01-13 18:31:09,495.0.0.45.201
e8d599ae-0816-483a-8619-114004c04551,hany abdelmoneim,"Good evening, Facebook technical administration. There is a problem and I have sent many complaints because of it, and there has been no response from you. The problem is that my mobile phone has been upgraded to Android 15. After that, I opened the Facebook application and noticed that the bottom bar of the application has become transparent and the navigation buttons have become invisible. As a result, I cannot navigate and return between pages or even log out. I sent a picture of the malfunct",1,553,495.0.0.45.201,2025-01-13 18:27:47,495.0.0.45.201
ad5800b2-fcd0-4156-ba55-10c7e75b8d13,Patrick W,"Overloaded with way too many obnoxious ads. Every time I open the app, the ratio of my friends to ads/suggested content is 1:30. It's overbearing & insulting that the priority of Facebook now is to just push ads & suggested content to the front of the feed & very rarely show content from friends. I miss the original days of old when it was actually a place that you could connect with your friends, see their content & interact with each other. Not all ""advancements"" need to actually happen. Ugh.",1,622,492.0.0.127.80,2025-01-12 07:27:57,492.0.0.127.80
be2ef709-93e1-40f6-a193-1f7c18c0aca2,Richard Mathes,"Forced ads in the middle of a video or short isn't the way... super irritating and completely unacceptable to me. I spend 99% of my time watching videos if I'm on Facebook, and I will not be doing it anymore until forced ads are removed. I don't mind seeing them when I am scrolling through videos, but pausing a video to make me watch an ad is ridiculous.",1,2642,494.0.0.55.73,2025-01-11 07:31:36,494.0.0.55.73
11eb0a8a-a9ab-4f2e-977d-0899890e6843,Christian Paul-Delage,"I can't stand the reels flash banging me every time one of them is HDR enabled. The fact that FB doesn't provide a way to turn HDR off in its settings is absolutely ridiculous. You'll be in bed at night, in the darkness of your room, on your dark mode enabled phone watching some reels and than BAM! You're blind for the next few seconds. Please fix this.",1,1648,495.0.0.45.201,2025-01-11 04:35:36,495.0.0.45.201
c2048a6a-f000-46d5-813d-308ea7938bb3,Brandon Rouse,"The last two updates broke the pinch-to-zoom abilities on images & pictures on my phone. Being unable to zoom in on pictures is very frustrating. Especially if I have to take a screenshot to see a friend's picture more clearly. My vision isn't the greatest, so being able to zoom in on images is important. In fact, sometimes when you click on a picture it gets even smaller. Like it shrinks. Kinda like the pictures did if they were the wrong format in 2008. Please fix this issue, Thank you!!",1,5299,495.0.0.45.201,2025-01-09 22:52:31,495.0.0.45.201
1a62cd3f-1c60-4af0-8b16-9364fccd2a0c,Sabrina Rin,"Previously when doing FB ads, i got no issue with the payment. Don't understand, why they do not do immediate deduction. They deduct the payment bit by bit. Each time cannot deduct the payment, they disable the ads. It is frustration that I need to settle the amount of $3 plus and after a few days the same problem happen again as they need to deduct $3 plus again. It is not that I never give my payment details, but if you keep on deduct continuously for sure the bank will find suspicious.",1,534,494.0.0.55.73,2025-01-08 20:46:03,494.0.0.55.73
dd3d40cd-1907-44cb-afbf-4c78c6b7e157,Joshua Schwerzler,"Not as good as it used to be. Sometimes it will randomly activate from its background app and start playing reels with no user stimulus to cause it to do so. It sometimes keeps playing stuff even when moved into the background apps and the AI algorithms are poor. I keep saying I do not want to see certain content and it keeps showing it to me and when I say to show more like this, it does not. Additionally the algorithm that looks at reported posts fails to find hate speech and violence in reels",1,1937,494.0.0.55.73,2025-01-08 03:39:28,494.0.0.55.73
f53e6387-daaa-47f1-975f-c289de5661b8,Jasper Von Diesel,"The single worst App on earth. All intrusive. Manipulative, disingenuous, and a huge resource hog. All the default settings grant it unbelievable access to your personal data, pictures, any media. By the time you realize it and change the settings it's already too late. And once it has your personal pictures it's impossible to even delete them. My profile shows me to have 11,000 photos on it. Can't get them back. Good luck trying to get any sort of response from the company. cuz they suck.",1,1812,494.0.0.55.73,2025-01-08 02:22:23,494.0.0.55.73
1fbe0315-a45a-4fc8-8414-60183aea46fa,Jason,"Pixel 9 pro: if viewing a photo on a profile, the swipe back gesture doesn't work. The screen just flickers and nothing nothing happens. It's only in the Facebook app when viewing photos. Swipe works on all other apps. This is a Facebook app issue. It's happening to other pixel users. I am not able to use the back button at the top of the screen that shows up in the app. The top of the screen is greyed out. It's 2025 Facebook devs, base Android should have a working app!",1,5148,494.0.0.55.73,2025-01-03 14:45:51,494.0.0.55.73
7917e8d0-d2d2-41b0-bdd9-4b1818f8321a,Potato Visuals,"When I click the video link, the first video is not the intended video that I want to watch instead it plays a different video. You have to click the link multiple times before you can play it. Saves also affected to this in recent update. Also if you click Reels then Notifications it will black out when you go back to Reels and refuses to play anything unless you restart the app. This is getting annoying and its buggy as hell. Nope not gonna stick any longer will switch with other platform",1,651,494.0.0.55.73,2025-01-03 08:45:47,494.0.0.55.73
1a757f60-1f79-441a-986b-329a7327c9b5,Lsy C,"Never Can show and receive any notifications messages on FB android!! Nowadays, Story setting should be back to old version. No preview service! People not coming to enter and watch the story like used to be Suddenly friends list sometimes appeared sometimes not! Although I request to change date of birth it never allowed! Many Bugsss!! Please fix it! Thanks",1,819,494.0.0.55.73,2025-01-03 05:31:08,494.0.0.55.73
8cafe53a-3b7f-4de5-a275-926a2dd55b39,Shelby Denham,"since when does pushing ""back"" after watching a video bring you all the way back to the top of your feed? so freaking annoying. Whether you push the back button on your phone or the back button on the top left of the vid, same thing. fix that. completely defeats the purpose of ""scrolling"". if you make a business off of people's addiction to scrolling dont make it hard for people to do so. get it together.",1,3758,494.0.0.55.73,2025-01-02 10:55:11,494.0.0.55.73
f8aee85d-1221-4c97-b82b-ef163b0f76a0,Will Marsh,"One of the most important app features (in my opinion) no longer works. I have ""Never Autoplay Videos"" set and videos are never supposed to start with sound, yet my app ignores these setting daily. Between that and an algorithm that increasingly prioritizes ads and weird influencer posts I couldn't care less about, Facebook is becoming worthless. Bold of these problems to keep increasing as Bluesky continues to grow.",1,1302,494.0.0.55.73,2025-01-02 01:06:07,494.0.0.55.73
6c42a14f-cfff-4c72-aacd-005142d68b50,Alyssa Moore,"New post... its now 1/1/25 and I am here yet again because for the last week videos won't play in fb. They will play for a very short time and then the ""loading"" circle will appear and then ""there was a problem"" error message. Why does fb NEVER work! I tried uninstall ingredients. It didnt fix it. The last 3 days fb is completely glitchy. SLOW. Won't load anything correctly. I can't select the emotions on people posts, they are all grayed out. Why does this happen so often 😕",2,1183,493.0.0.72.158,2025-01-01 23:47:44,493.0.0.72.158
59d05b50-e490-4086-9fdf-18092113b982,J.D. Poulin,"Why does the app keep getting worse and worse? I can no longer zoom on pictures, or if I try to view photos in an album then im stuck backing out of the menu to save, share or report the photo and im sick of it. This steady decline just makes me want to get rid of the app but it's the most popular social media to stay in touch with people around you.",1,423,494.0.0.55.73,2025-01-01 20:09:23,494.0.0.55.73
8bdc1a02-be30-46fd-b9a8-5c5276ebf83b,C J,"It varies. Bug: Cannot tap ""more notifications"" as the link is inaccessible behind the translucent Android nav UI at the bottom of the screen. Many taps required in every session to prioritize your ""friends"" feed over AI clickbait & manipulative clutter. Algorithms need to be less sociopathic. Empower ""the least of mine"" rather than the predators, so we can all build a better world for each person, together.",2,1230,494.0.0.55.73,2024-12-31 22:56:51,494.0.0.55.73
1bc7596e-b877-4f1d-a9d4-47e58459f6bd,Muhammad Ahmad,"Its been two to three months, they cannot fix a single bug. During live videos, if one attempts to go full screen on the mobile device, the screen only shows an incomplete half, leaving a highly unsatisfactory impression. This particular bug makes the app almost unusable for live content and substantially reduces the possibility to enjoy it. However, this problem remains even with the frequency of updates. Ultima How often does Facebook need to address such fundamental functionality issues for t",1,5359,494.0.0.55.73,2024-12-31 20:36:15,494.0.0.55.73
7f5ceada-772c-43bc-991b-b5bb57482630,Phisically 3,"this app has a serious bug that needs to be fixed, here it is based on my experience, so messanger was bugging, I can't see they're messages nor my messages, I can't send messages either. I checked the wifi it was at 5 bars, so I switched to data, nothing too. so I tried reinstalling it, my account was missing, I forgot the email and password for it and now it's lost forever, I also hate the way end to end encryption works.",3,694,494.0.0.55.73,2024-12-31 17:32:25,494.0.0.55.73
1b48940c-a21d-41ea-b5dc-8818cff9f91d,fiona dobber,"Every time I log in, I get a prompt saying something goes wrong, and I have to log out and log in again. Plus, when I click on a link, I expect to go back to the same place, but the home page refreshes itself - this is annoying. Please fix it. Plus, my husband made a profile so he could use messenger, and in the settings he turned everything off so that it could be a completely private account, and you disabled the account five minutes after the account was set up. Not ok.",1,832,494.0.0.55.73,2024-12-31 11:17:48,494.0.0.55.73
089ae6b7-36b6-4900-ad6e-04aab517b329,Barbara B,Keeps having problems with icon on my Android! I tap on icon and it takes me directly to messenger page. I try links in messenger to see posts. It shows post but can't get to FB feed. This is twice now! In 3 weeks. I checked Play Store for updates. I tried airplane mode for a minute. Nada. I have to restart my phone to get it to work again.,2,531,494.0.0.55.73,2024-12-31 09:03:25,494.0.0.55.73
d78cf44c-a1fc-469b-b718-70f0dbc8a19b,Kaleigh Zra Ghattas,"this has been my go-to app over the years; all of a sudden, this year, the pictures I've posted on my wall randomly disappear not just once but a few times already. are you upgrading the system, or just choosing people and taking down posts without even telling us? please do something about it! I already lost a few pictures, and now the highlight I posted is gone.",2,890,494.0.0.55.73,2024-12-30 23:26:53,494.0.0.55.73
23466be5-58ea-43a8-8fba-6893c50ff2d6,Eryn Edora,"Facebook is a good way to communicate with family members and friends, but when it comes to technical difficulties, it can get really annoying. Whenever I open the app there is always a big pop up that says that ""this service is unavailable please try to reload the app."" However, no matter how much times I try re opening the app the same pop up come up. Before that happened I had just made an account and it told me to fill out the name and last. It's unbelievable why I can't change my display?",2,730,494.0.0.55.73,2024-12-30 22:45:19,494.0.0.55.73
2cfaa4e2-0cc2-44d7-9267-3ef73dceae1c,Oscar R,"App always refreshes itself to top of feed when I swap apps to retrieve info, meaning that half written comments, or half watched videos dissappear. Extremely frustrating. It should not do this. I get that social media constantly tries to push content, thus adds, and hook you by refreshing feed. But seriously, this is getting ridiculous now. I have to make note of the person or post and search it manually if I want to finish my comment with info I've swapped apps to gather. videos.FIX!",1,1662,494.0.0.55.73,2024-12-30 20:22:54,494.0.0.55.73
a150b191-fef5-43b3-9cd1-212aac966369,Sidra Siddique,"From my perspective, Facebook is a powerful platform for connecting with friends and family, sharing updates, and joining communities. I value its ability to keep people connected, especially those who live far apart. However, I’m aware of some downsides, such as privacy concerns and the spread of misinformation. The constant notifications and ads can also feel overwhelming at times. Despite these issues, I believe Facebook remains a",5,15134,493.0.0.72.158,2024-12-30 17:12:21,493.0.0.72.158
60aa380b-4b4d-4ba8-9395-e9f49b5ffe41,Allen O'Leary,"All I want to see on the page is content from stuff I follow. When I scroll through the page, most posts are from Suggested. I don't want to see that. It takes too much effort to see posts from stuff I follow. And please, let us open links to external browser. Why does the Facebook browser even have tabs? I click Back, you'd think that closes the browser. Nope! That tab is still there. Using this app is a chore. I use it less and less, but that might be Facebook's goal. Thanks, I guess.",1,1881,494.0.0.55.73,2024-12-30 14:45:08,494.0.0.55.73
78d03402-ed19-4160-880e-0688bd6218e9,James M,Badly designed... The Facebook app has so much potential to be a good social media platform but every time I'm on Facebook the more and more I want to stay away from it. Videos lag. ALWAYS. No matter what it is it lags and it's very frustrating. Even turning video quality still lags. Ai shill everywhere. They promote the use of ai in their ads to their META space. Terrible bad ai generation. Censorship is another big issue killing social media platforms as a whole.,2,481,494.0.0.55.73,2024-12-30 06:35:11,494.0.0.55.73
e6c2d703-3b6b-4bd4-9a36-57ee34127549,Alex Andro,"It's ok. Always glitchy in one way or another. Lately, if I tap on a post, I can't go back a screen. On any other application, I can swipe from the side on my pixel, and that brings me back a screen. Currently, even after swiping 5 times, I'm stuck. I have to exit the app and force stop it. The only workaround is not to tap on posts to open them or see ""more"". FB is currently scroll and comment only for me. Though, I do find this helps me use it MUCH LESS!",2,745,494.0.0.55.73,2024-12-30 01:40:10,494.0.0.55.73
13fae9ef-e165-4ba6-bb7b-f6ac91eef2af,David Dunn,"Really not sure what's going on with this facebook app recently. Having all sorts of weird things going on when I'm scrolling through the feed I start getting a partial black screen. To clear it I then have to scroll down further. Also if I'm looking at someone's pictures, a lot of them it will make them go tiny as I touch the screen and won't let me zoom in to them. Desperately needs sorting out. Using a Samsung Galaxy S23 Ultra",1,805,494.0.0.55.73,2024-12-28 23:28:12,494.0.0.55.73
d82fa910-1739-4130-8cc8-14fccd261f99,Alexis P,"there's a few things I want to say. once you're in stories, you can't get out, you have to exit facebook. you can't open links in an external browser even though it says you can, so many ads, and they're not even good products. over-regulated. honestly, huge waste of time. would rather be knitting.",2,952,494.0.0.55.73,2024-12-28 00:50:09,494.0.0.55.73
5520ac83-7900-404e-bf7d-5dbda1598439,Jeffrey Estayo Basanes,Inconsistent and Unstable. 1. Some activities/pages follow system rotation but the Feed is strictly following portrait mode. 2. Instantly crashes at some point. 3. Over Padding to the topbar issue. I don't know what's up with Facebook and its developers but I think they need to consider that some users are using tablet in landscape mode.,1,836,494.0.0.55.73,2024-12-27 16:15:43,494.0.0.55.73
